NAME,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
WO김재현,0.17391304347826086,0.2727272727272727,0.18181818181818182,0.2857142857142857,0.5,0.25,0.3333333333333333,0.34615384615384615,0.35714285714285715,0.3333333333333333
강민호,0.3333333333333333,0.3611111111111111,0.4117647058823529,0.4375,0.4166666666666667,0.53125,0.3125,0.3125,0.5,0.6451612903225806
강백호,0.6363636363636364,0.391304347826087,0.425,0.5238095238095238,0.35135135135135137,0.3783783783783784,0.45454545454545453,0.47368421052631576,0.5555555555555556,0.42424242424242425
구자욱,0.6222222222222222,0.4,0.375,0.5365853658536586,0.7083333333333334,0.5897435897435898,0.36585365853658536,0.5384615384615384,0.3488372093023256,0.5
권희동,0.4878048780487805,0.43902439024390244,0.7027027027027027,0.4482758620689655,0.5,0.225,0.4857142857142857,0.22580645161290322,0.5526315789473685,0.18181818181818182
김규민,0.25,0.25,0.16666666666666666,0.46153846153846156,0.3939393939393939,0.5,0.34285714285714286,0.2,0.35135135135135137,0.41025641025641024
김동엽,0.2962962962962963,0.2608695652173913,0.26666666666666666,0.3225806451612903,0.25806451612903225,0.5384615384615384,0.34285714285714286,0.35294117647058826,0.4117647058823529,0.5526315789473685
김민성,0.41379310344827586,0.35135135135135137,0.4375,0.3142857142857143,0.5384615384615384,0.5428571428571428,0.5,0.38461538461538464,0.42424242424242425,0.2857142857142857
김민식,0.35714285714285715,0.3333333333333333,0.2857142857142857,0.5714285714285714,0.4827586206896552,0.2,0.18181818181818182,0.2857142857142857,0.42857142857142855,0.24242424242424243
김상수,0.2972972972972973,0.5277777777777778,0.30303030303030304,0.375,0.2702702702702703,0.36363636363636365,0.3170731707317073,0.3076923076923077,0.11428571428571428,0.525
김선빈,0.3225806451612903,0.40540540540540543,0.5882352941176471,0.40540540540540543,0.5555555555555556,0.37142857142857144,0.23684210526315788,0.42857142857142855,0.34285714285714286,0.3448275862068966
김성욱,0.1875,0.47058823529411764,0.3793103448275862,0.3142857142857143,0.34285714285714286,0.3333333333333333,0.6666666666666666,0.3125,0.5238095238095238,0.5517241379310345
김성현,0.47058823529411764,0.4722222222222222,0.21428571428571427,0.45161290322580644,0.36,0.40540540540540543,0.2857142857142857,0.45454545454545453,0.3055555555555556,0.3142857142857143
김성훈,0.5357142857142857,0.4782608695652174,0.23529411764705882,0.34615384615384615,0.6666666666666666,0.25,0.0,0.6,0.19230769230769232,0.3888888888888889
김용의,0.2777777777777778,0.4,0.19047619047619047,0.42857142857142855,0.2857142857142857,0.0,0.38461538461538464,0.16666666666666666,0.2,0.0
김재호,0.3235294117647059,0.5,0.5,0.43243243243243246,0.45454545454545453,0.48148148148148145,0.5625,0.6052631578947368,0.3684210526315789,0.2916666666666667
김재환,0.6176470588235294,0.5952380952380952,0.6410256410256411,0.46153846153846156,0.5897435897435898,0.6341463414634146,0.625,0.6097560975609756,0.725,0.5135135135135135
김주찬,0.4,0.37142857142857144,0.6333333333333333,0.6060606060606061,0.36666666666666664,0.3448275862068966,0.36363636363636365,0.7105263157894737,0.3333333333333333,0.42105263157894735
김하성,0.375,0.3333333333333333,0.39473684210526316,0.5,0.47619047619047616,0.24390243902439024,0.5,0.5,0.627906976744186,0.5
김헌곤,0.2857142857142857,0.4444444444444444,0.2631578947368421,0.5897435897435898,0.425,0.5384615384615384,0.38461538461538464,0.5945945945945946,0.45,0.36666666666666664
김현수,0.575,0.4878048780487805,0.4857142857142857,0.5833333333333334,0.6578947368421053,0.3055555555555556,0.6,0.6388888888888888,0.5641025641025641,0.7142857142857143
김혜성,0.391304347826087,0.2,0.34615384615384615,0.2564102564102564,0.5111111111111111,0.4375,0.46153846153846156,0.2972972972972973,0.41025641025641024,0.2962962962962963
나성범,0.5128205128205128,0.45,0.475,0.5609756097560976,0.5116279069767442,0.7105263157894737,0.43902439024390244,0.3235294117647059,0.47368421052631576,0.5641025641025641
나주환,0.29411764705882354,0.4444444444444444,0.4444444444444444,0.3548387096774194,0.43333333333333335,0.46875,0.3333333333333333,0.6129032258064516,0.34375,0.53125
나지완,0.6571428571428571,0.5652173913043478,0.5,0.59375,0.5,0.45454545454545453,0.4230769230769231,0.46153846153846156,0.28125,0.4864864864864865
노수광,0.4523809523809524,0.30952380952380953,0.3953488372093023,0.6,0.47368421052631576,0.40476190476190477,0.41025641025641024,0.5526315789473685,0.45,0.4883720930232558
노진혁,0.2727272727272727,0.5111111111111111,0.4146341463414634,0.5833333333333334,0.2962962962962963,0.48717948717948717,0.35714285714285715,0.4411764705882353,0.2692307692307692,0.6111111111111112
러프,0.6046511627906976,0.5641025641025641,0.7073170731707317,0.3333333333333333,0.38461538461538464,0.7560975609756098,0.5789473684210527,0.40540540540540543,0.5,0.575
로맥,0.35,0.5121951219512195,0.47368421052631576,0.4634146341463415,0.325,0.42105263157894735,0.7027027027027027,0.5833333333333334,0.4,0.4
로하스,0.42857142857142855,0.4772727272727273,0.4878048780487805,0.5641025641025641,0.631578947368421,0.6052631578947368,0.6904761904761905,0.5,0.48717948717948717,0.2857142857142857
류지혁,0.4117647058823529,0.3333333333333333,0.47058823529411764,0.26666666666666666,0.5161290322580645,0.25,0.4444444444444444,0.3,0.4,0.3157894736842105
문규현,0.4,0.5675675675675675,0.42857142857142855,0.38095238095238093,0.46153846153846156,0.16666666666666666,0.42857142857142855,0.35294117647058826,0.38095238095238093,0.325
민병헌,0.36363636363636365,0.6428571428571429,0.35,0.43243243243243246,0.4838709677419355,0.48717948717948717,0.3888888888888889,0.40476190476190477,0.6590909090909091,0.4857142857142857
박건우,0.2,0.5135135135135135,0.391304347826087,0.42424242424242425,0.7142857142857143,0.45454545454545453,0.43902439024390244,0.42105263157894735,0.3170731707317073,0.4722222222222222
박경수,0.4375,0.3076923076923077,0.3611111111111111,0.3333333333333333,0.47058823529411764,0.5384615384615384,0.5,0.4117647058823529,0.29411764705882354,0.6666666666666666
박민우,0.425,0.6190476190476191,0.5675675675675675,0.525,0.45714285714285713,0.45714285714285713,0.6285714285714286,0.42424242424242425,0.4864864864864865,0.30303030303030304
박병호,0.38461538461538464,0.525,0.7,0.575,0.7333333333333333,0.6923076923076923,0.4358974358974359,0.5128205128205128,0.7021276595744681,0.5641025641025641
박석민,0.6666666666666666,0.4482758620689655,0.40540540540540543,0.6052631578947368,0.43243243243243246,0.375,0.24324324324324326,0.5277777777777778,0.23529411764705882,0.6
박용택,0.3783783783783784,0.6842105263157895,0.5294117647058824,0.2972972972972973,0.3,0.35,0.5,0.525,0.6153846153846154,0.425
박한이,0.4722222222222222,0.4666666666666667,0.4857142857142857,0.3548387096774194,0.30303030303030304,0.45454545454545453,0.375,0.59375,0.25,0.2962962962962963
박해민,0.5777777777777777,0.5476190476190477,0.5641025641025641,0.38461538461538464,0.35555555555555557,0.3,0.5,0.29545454545454547,0.5588235294117647,0.4878048780487805
버나디나,0.47368421052631576,0.4418604651162791,0.5416666666666666,0.4186046511627907,0.5952380952380952,0.5,0.6060606060606061,0.4883720930232558,0.4523809523809524,0.5526315789473685
번즈,0.2962962962962963,0.3333333333333333,0.16666666666666666,0.5,0.4166666666666667,0.7837837837837838,0.3888888888888889,0.46153846153846156,0.8108108108108109,0.6
손아섭,0.35,0.7058823529411765,0.42857142857142855,0.5,0.5897435897435898,0.3488372093023256,0.6904761904761905,0.45161290322580644,0.4583333333333333,0.6829268292682927
손주인,0.09090909090909091,0.30434782608695654,0.25,0.2903225806451613,0.42857142857142855,0.3333333333333333,0.25925925925925924,0.3548387096774194,0.32142857142857145,0.3333333333333333
송광민,0.26666666666666666,0.40540540540540543,0.3142857142857143,0.4166666666666667,0.6410256410256411,0.2857142857142857,0.32432432432432434,0.36363636363636365,0.4166666666666667,0.40540540540540543
스크럭스,0.37142857142857144,0.46153846153846156,0.4411764705882353,0.5,0.5641025641025641,0.3902439024390244,0.4594594594594595,0.5555555555555556,0.35135135135135137,0.42424242424242425
신본기,0.0,0.42424242424242425,0.53125,0.2571428571428571,0.46153846153846156,0.4642857142857143,0.42857142857142855,0.5675675675675675,0.5,0.4
심우준,0.3125,0.6190476190476191,0.42105263157894735,0.24,0.2692307692307692,0.3333333333333333,0.375,0.48148148148148145,0.11764705882352941,0.2903225806451613
안치홍,0.3055555555555556,0.5555555555555556,0.5454545454545454,0.37142857142857144,0.5,0.4634146341463415,0.5135135135135135,0.5,0.3333333333333333,0.7428571428571429
양석환,0.43243243243243246,0.525,0.3548387096774194,0.23076923076923078,0.4827586206896552,0.21739130434782608,0.3548387096774194,0.2903225806451613,0.6111111111111112,0.4166666666666667
양의지,0.6052631578947368,0.6486486486486487,0.25,0.3333333333333333,0.6296296296296297,0.48484848484848486,0.4827586206896552,0.42857142857142855,0.6470588235294118,0.717948717948718
오재원,0.29411764705882354,0.34375,0.3684210526315789,0.3611111111111111,0.3684210526315789,0.6923076923076923,0.3939393939393939,0.6578947368421053,0.47368421052631576,0.45454545454545453
오재일,0.2222222222222222,0.48484848484848486,0.7317073170731707,0.6,0.43243243243243246,0.6756756756756757,0.6470588235294118,0.45161290322580644,0.375,0.2
오지환,0.3684210526315789,0.2894736842105263,0.5,0.5142857142857142,0.45,0.47368421052631576,0.2682926829268293,0.36585365853658536,0.5641025641025641,0.5
오태곤,0.27586206896551724,0.28,0.3,0.42857142857142855,0.2222222222222222,0.52,0.35294117647058826,0.45454545454545453,0.35294117647058826,0.45
유강남,0.5151515151515151,0.3611111111111111,0.625,0.5714285714285714,0.5666666666666667,0.375,0.7777777777777778,0.4642857142857143,0.29411764705882354,0.21428571428571427
유한준,0.425,0.5365853658536586,0.43902439024390244,0.6571428571428571,0.48148148148148145,0.55,0.45454545454545453,0.47368421052631576,0.25,0.3333333333333333
윤석민,0.38461538461538464,0.3888888888888889,0.3793103448275862,0.4117647058823529,0.3125,0.24242424242424243,0.4444444444444444,0.43243243243243246,0.75,0.3333333333333333
윤진호,0.0,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.125,0.6666666666666666,0.25,0.0,0.2857142857142857
이대호,0.36363636363636365,0.5227272727272727,0.43902439024390244,0.625,0.5405405405405406,0.46153846153846156,0.4444444444444444,0.358974358974359,0.44680851063829785,0.6
이명기,0.45714285714285713,0.4117647058823529,0.48936170212765956,0.475,0.3953488372093023,0.5,0.45454545454545453,0.34146341463414637,0.4634146341463415,0.5294117647058824
이범호,0.46875,0.43243243243243246,0.5294117647058824,0.3333333333333333,0.5526315789473685,0.3333333333333333,0.59375,0.48484848484848486,0.4,0.32142857142857145
이병규,0.5454545454545454,0.5217391304347826,0.14285714285714285,0.5909090909090909,0.5714285714285714,0.4444444444444444,0.3333333333333333,0.7142857142857143,0.5526315789473685,0.8333333333333334
이상호,0.0,0.5,0.3,0.2,0.3076923076923077,0.3157894736842105,0.3333333333333333,0.14285714285714285,0.375,0.22727272727272727
이성열,0.4473684210526316,0.40540540540540543,0.3125,0.5897435897435898,0.4,0.3888888888888889,0.4444444444444444,0.5294117647058824,0.3888888888888889,0.5789473684210527
이용규,0.41025641025641024,0.5277777777777778,0.22580645161290322,0.34210526315789475,0.41025641025641024,0.5,0.23076923076923078,0.575,0.3170731707317073,0.30952380952380953
이원석,0.5121951219512195,0.32432432432432434,0.5348837209302325,0.45714285714285713,0.46153846153846156,0.631578947368421,0.5,0.28125,0.575,0.675
이재원,0.2727272727272727,0.47058823529411764,0.5,0.5625,0.5357142857142857,0.6285714285714286,0.3684210526315789,0.40625,0.5277777777777778,0.3333333333333333
이정후,0.4146341463414634,0.5333333333333333,0.21428571428571427,0.7555555555555555,0.48717948717948717,0.5813953488372093,0.4473684210526316,0.5217391304347826,0.3902439024390244,0.37209302325581395
이지영,0.5,0.4,0.23529411764705882,0.48148148148148145,0.47619047619047616,0.6666666666666666,0.6,0.4666666666666667,0.38095238095238093,0.23529411764705882
이진영,0.4722222222222222,0.5714285714285714,0.4444444444444444,0.3870967741935484,0.39285714285714285,0.3448275862068966,0.3888888888888889,0.6875,0.4642857142857143,0.4
이천웅,0.5714285714285714,0.5151515151515151,0.3333333333333333,0.38461538461538464,0.6333333333333333,0.5357142857142857,0.4166666666666667,0.4838709677419355,0.41379310344827586,0.48717948717948717
이택근,0.25,0.6521739130434783,0.3888888888888889,0.358974358974359,0.48717948717948717,0.5641025641025641,0.4117647058823529,0.47619047619047616,0.4375,0.46153846153846156
이형종,0.5333333333333333,0.45161290322580644,0.4838709677419355,0.25,0.3684210526315789,0.4186046511627907,0.3142857142857143,0.42105263157894735,0.475,0.6666666666666666
임병욱,0.5405405405405406,0.34375,0.4857142857142857,0.4090909090909091,0.47619047619047616,0.41379310344827586,0.5666666666666667,0.25,0.3157894736842105,0.3333333333333333
장성우,0.30303030303030304,0.4857142857142857,0.3,0.3870967741935484,0.4642857142857143,0.5,0.28,0.34615384615384615,0.34615384615384615,0.59375
전준우,0.5263157894736842,0.5333333333333333,0.5555555555555556,0.5813953488372093,0.4883720930232558,0.6585365853658537,0.5853658536585366,0.35135135135135137,0.6585365853658537,0.46511627906976744
정근우,0.425,0.5,0.6578947368421053,0.375,0.5238095238095238,0.4883720930232558,0.2631578947368421,0.4444444444444444,0.5161290322580645,0.45714285714285713
정범모,0.10526315789473684,0.4666666666666667,0.5263157894736842,0.47058823529411764,0.28,0.42857142857142855,0.46153846153846156,0.125,0.15,0.2857142857142857
정은원,0.4642857142857143,0.5185185185185185,0.35714285714285715,0.3181818181818182,0.3793103448275862,0.2727272727272727,0.375,0.08695652173913043,0.3888888888888889,0.5
정주현,0.45161290322580644,0.3076923076923077,0.4411764705882353,0.25,0.43333333333333335,0.4,0.4,0.4594594594594595,0.3548387096774194,0.4166666666666667
정진기,0.25,0.4666666666666667,0.2,0.3333333333333333,0.17647058823529413,0.1875,0.26666666666666666,0.6111111111111112,0.2631578947368421,0.358974358974359
정진호,0.43478260869565216,0.38461538461538464,0.23076923076923078,0.5,0.40625,0.38095238095238093,0.45,0.26666666666666666,0.48,0.3448275862068966
정훈,0.47619047619047616,0.6111111111111112,0.6363636363636364,0.3076923076923077,0.47619047619047616,0.4444444444444444,0.5333333333333333,0.21052631578947367,0.44,0.5714285714285714
조수행,0.2857142857142857,0.3333333333333333,0.375,0.16666666666666666,0.38461538461538464,0.5,0.2857142857142857,0.36363636363636365,0.18181818181818182,0.7333333333333333
지성준,0.5,0.3888888888888889,0.5714285714285714,0.6,0.23529411764705882,0.36,0.2916666666666667,0.36,0.2631578947368421,0.2857142857142857
채은성,0.5641025641025641,0.3,0.47368421052631576,0.5757575757575758,0.48717948717948717,0.6666666666666666,0.38461538461538464,0.45454545454545453,0.5263157894736842,0.475
채태인,0.34375,0.40540540540540543,0.5483870967741935,0.48148148148148145,0.3235294117647059,0.3181818181818182,0.4074074074074074,0.42424242424242425,0.36666666666666664,0.5833333333333334
초이스,0.3448275862068966,0.5135135135135135,0.5,0.3939393939393939,0.34285714285714286,0.36363636363636365,0.5135135135135135,0.4411764705882353,0.5,0.41025641025641024
최원준,0.21739130434782608,0.39285714285714285,0.4838709677419355,0.32,0.40625,0.4864864864864865,0.2692307692307692,0.35135135135135137,0.41935483870967744,0.5
최재훈,0.25,0.2608695652173913,0.5416666666666666,0.4583333333333333,0.42105263157894735,0.5769230769230769,0.6538461538461539,0.3684210526315789,0.36363636363636365,0.3181818181818182
최정,0.425,0.575,0.4411764705882353,0.38461538461538464,0.4634146341463415,0.5714285714285714,0.5,0.40540540540540543,0.36363636363636365,0.475
최주환,0.5714285714285714,0.5,0.696969696969697,0.5384615384615384,0.6842105263157895,0.3939393939393939,0.4634146341463415,0.4857142857142857,0.5,0.5135135135135135
최항,0.5294117647058824,0.19047619047619047,0.5294117647058824,0.5151515151515151,0.34782608695652173,0.6190476190476191,0.6666666666666666,0.26666666666666666,0.2692307692307692,0.6
최형우,0.4444444444444444,0.39473684210526316,0.6222222222222222,0.6285714285714286,0.6976744186046512,0.225,0.5476190476190477,0.5263157894736842,0.6388888888888888,0.525
하주석,0.32432432432432434,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6060606060606061,0.3235294117647059,0.4166666666666667,0.12,0.42857142857142855,0.22727272727272727
한동민,0.42857142857142855,0.35135135135135137,0.6410256410256411,0.5142857142857142,0.43243243243243246,0.5428571428571428,0.5833333333333334,0.4,0.7575757575757576,0.5277777777777778
허경민,0.3076923076923077,0.4146341463414634,0.4782608695652174,0.5454545454545454,0.3888888888888889,0.40540540540540543,0.2857142857142857,0.5581395348837209,0.6444444444444445,0.5675675675675675
호잉,0.4,0.43243243243243246,0.3684210526315789,0.475,0.6428571428571429,0.4827586206896552,0.6410256410256411,0.3055555555555556,0.5384615384615384,0.6153846153846154
황재균,0.5526315789473685,0.4634146341463415,0.525,0.4864864864864865,0.47058823529411764,0.4117647058823529,0.5454545454545454,0.3157894736842105,0.4230769230769231,0.4
강로한,0.4166666666666667,0.2,0.18181818181818182,0.2903225806451613,0.53125,0.3548387096774194,0.4666666666666667,0.2916666666666667,0.22857142857142856,0.4878048780487805
강민호,0.4230769230769231,0.3939393939393939,0.3076923076923077,0.36363636363636365,0.42857142857142855,0.4,0.4444444444444444,0.5666666666666667,0.3548387096774194,0.5588235294117647
강백호,0.34375,0.5789473684210527,0.475,0.6216216216216216,0.5609756097560976,0.5853658536585366,0.5476190476190477,0.5128205128205128,0.35,0.5853658536585366
고종욱,0.2413793103448276,0.21875,0.575,0.5,0.3333333333333333,0.30303030303030304,0.4358974358974359,0.4722222222222222,0.5135135135135135,0.23684210526315788
구자욱,0.2702702702702703,0.4,0.4166666666666667,0.4358974358974359,0.35714285714285715,0.4146341463414634,0.5,0.425,0.42857142857142855,0.5714285714285714
권희동,0.35294117647058826,0.42857142857142855,0.6470588235294118,0.5,0.3333333333333333,0.5135135135135135,0.4358974358974359,0.3055555555555556,0.42105263157894735,0.3076923076923077
김강민,0.3055555555555556,0.4074074074074074,0.25806451612903225,0.43333333333333335,0.35714285714285715,0.3448275862068966,0.2962962962962963,0.4117647058823529,0.40540540540540543,0.275
김규민,0.43478260869565216,0.21428571428571427,0.5652173913043478,0.46153846153846156,0.16666666666666666,0.3333333333333333,0.5277777777777778,0.23809523809523808,0.38461538461538464,0.4444444444444444
김민성,0.36363636363636365,0.2777777777777778,0.43243243243243246,0.5806451612903226,0.36363636363636365,0.42424242424242425,0.5294117647058824,0.36363636363636365,0.3333333333333333,0.34210526315789475
김민혁,0.3235294117647059,0.35,0.3157894736842105,0.32558139534883723,0.4634146341463415,0.24324324324324326,0.32608695652173914,0.425,0.37142857142857144,0.5
김상수,0.0,0.40540540540540543,0.3333333333333333,0.46153846153846156,0.5675675675675675,0.3170731707317073,0.40476190476190477,0.5,0.59375,0.35714285714285715
김선빈,0.52,0.42424242424242425,0.22857142857142856,0.5641025641025641,0.42857142857142855,0.36363636363636365,0.4,0.4827586206896552,0.39473684210526316,0.5
김성욱,0.3548387096774194,0.45454545454545453,0.21052631578947367,0.5652173913043478,0.5882352941176471,0.5384615384615384,0.3888888888888889,0.30434782608695654,0.21739130434782608,0.23333333333333334
김성현,0.4,0.2,0.32,0.3225806451612903,0.2857142857142857,0.25,0.3333333333333333,0.48484848484848486,0.2903225806451613,0.4
김용의,0.125,0.5,0.3076923076923077,0.21428571428571427,0.5,0.2857142857142857,0.4090909090909091,0.5,0.0,0.47619047619047616
김재호,0.4722222222222222,0.20833333333333334,0.375,0.4857142857142857,0.4166666666666667,0.3939393939393939,0.46875,0.39285714285714285,0.65625,0.41935483870967744
김재환,0.3488372093023256,0.5128205128205128,0.5666666666666667,0.5151515151515151,0.40476190476190477,0.3170731707317073,0.3333333333333333,0.5454545454545454,0.4634146341463415,0.3076923076923077
김주찬,0.4090909090909091,0.5384615384615384,0.4857142857142857,0.4375,0.4827586206896552,0.37142857142857144,0.4473684210526316,0.4,0.2571428571428571,0.2857142857142857
김태균,0.42857142857142855,0.25,0.48484848484848486,0.40625,0.3783783783783784,0.42105263157894735,0.45714285714285713,0.4634146341463415,0.5135135135135135,0.45161290322580644
김태진,0.22580645161290322,0.29411764705882354,0.2222222222222222,0.5294117647058824,0.4166666666666667,0.4074074074074074,0.37037037037037035,0.34285714285714286,0.2903225806451613,0.3953488372093023
김하성,0.38636363636363635,0.36585365853658536,0.5365853658536586,0.47619047619047616,0.575,0.47619047619047616,0.2571428571428571,0.625,0.4634146341463415,0.4523809523809524
김헌곤,0.41935483870967744,0.3235294117647059,0.41025641025641024,0.4358974358974359,0.525,0.6,0.225,0.5135135135135135,0.47368421052631576,0.3939393939393939
김현수,0.16666666666666666,0.28205128205128205,0.4666666666666667,0.3,0.6,0.6829268292682927,0.4411764705882353,0.4444444444444444,0.5,0.6341463414634146
김혜성,0.125,0.23529411764705882,0.3333333333333333,0.7272727272727273,0.3333333333333333,0.5,0.46875,0.4166666666666667,0.1935483870967742,0.48484848484848486
나주환,0.09523809523809523,0.36363636363636365,0.3,0.38095238095238093,0.23809523809523808,0.3,0.45161290322580644,0.47058823529411764,0.3333333333333333,0.2916666666666667
노수광,0.3142857142857143,0.3333333333333333,0.2571428571428571,0.5,0.4146341463414634,0.6857142857142857,0.3157894736842105,0.6842105263157895,0.3142857142857143,0.3142857142857143
노시환,0.125,0.1,0.4444444444444444,0.24242424242424243,0.17857142857142858,0.35294117647058826,0.14285714285714285,0.4482758620689655,0.16666666666666666,0.5652173913043478
노진혁,0.4827586206896552,0.59375,0.0,0.3125,0.3888888888888889,0.2857142857142857,0.5,0.47368421052631576,0.4857142857142857,0.475
러프,0.42857142857142855,0.5897435897435898,0.3783783783783784,0.5945945945945946,0.38461538461538464,0.5135135135135135,0.3902439024390244,0.6923076923076923,0.6,0.358974358974359
로맥,0.5609756097560976,0.5833333333333334,0.4722222222222222,0.29411764705882354,0.5277777777777778,0.47368421052631576,0.6904761904761905,0.4473684210526316,0.47619047619047616,0.3157894736842105
로하스,0.39285714285714285,0.40540540540540543,0.4883720930232558,0.5555555555555556,0.4722222222222222,0.4594594594594595,0.5135135135135135,0.6363636363636364,0.4230769230769231,0.5263157894736842
류지혁,0.08695652173913043,0.2962962962962963,0.6470588235294118,0.25,0.3076923076923077,0.23529411764705882,0.4,0.09523809523809523,0.2413793103448276,0.48717948717948717
모창민,0.42424242424242425,0.26666666666666666,0.6060606060606061,0.36666666666666664,0.3235294117647059,0.4411764705882353,0.5151515151515151,0.5,0.4857142857142857,0.4838709677419355
민병헌,0.2962962962962963,0.5945945945945946,0.4722222222222222,0.3939393939393939,0.325,0.40540540540540543,0.2972972972972973,0.5641025641025641,0.4090909090909091,0.6578947368421053
박건우,0.40476190476190477,0.37142857142857144,0.47619047619047616,0.575,0.5277777777777778,0.42857142857142855,0.48484848484848486,0.4,0.6060606060606061,0.5151515151515151
박경수,0.42857142857142855,0.4838709677419355,0.6190476190476191,0.4166666666666667,0.3235294117647059,0.5333333333333333,0.35294117647058826,0.16,0.375,0.3225806451612903
박동원,0.3076923076923077,0.25,0.37037037037037035,0.4,0.4864864864864865,0.3611111111111111,0.43243243243243246,0.6774193548387096,0.3448275862068966,0.23809523809523808
박민우,0.42857142857142855,0.41025641025641024,0.4857142857142857,0.4864864864864865,0.625,0.5365853658536586,0.42105263157894735,0.42105263157894735,0.5454545454545454,0.28205128205128205
박병호,0.5227272727272727,0.5135135135135135,0.46153846153846156,0.6829268292682927,0.425,0.47368421052631576,0.5,0.5641025641025641,0.34210526315789475,0.42105263157894735
박석민,0.3225806451612903,0.3125,0.5517241379310345,0.4864864864864865,0.6052631578947368,0.5,0.4117647058823529,0.4857142857142857,0.4,0.5833333333333334
박세혁,0.46153846153846156,0.3870967741935484,0.3125,0.5263157894736842,0.6875,0.2857142857142857,0.25,0.1935483870967742,0.2903225806451613,0.3235294117647059
박승욱,0.19047619047619047,0.1,0.53125,0.4,0.22727272727272727,0.43478260869565216,0.23076923076923078,0.23809523809523808,0.5217391304347826,0.2
박찬호,0.2571428571428571,0.2926829268292683,0.2571428571428571,0.10810810810810811,0.3333333333333333,0.30303030303030304,0.34146341463414637,0.34146341463414637,0.30303030303030304,0.2571428571428571
박해민,0.38095238095238093,0.3939393939393939,0.058823529411764705,0.4444444444444444,0.1891891891891892,0.4358974358974359,0.39473684210526316,0.3235294117647059,0.39473684210526316,0.24324324324324326
